Prupe.I003300.1.p	Pav_sc0006468.1_g010.1.br
Prupe.1G214500.1.p	Pav_sc0001540.1_g190.1.mk
Prupe.1G294000.1.p	Pav_sc0000590.1_g110.1.mk
Prupe.1G336100.1.p	Pav_sc0000893.1_g640.1.mk
Prupe.1G309200.1.p	Pav_sc0000567.1_g1070.1.mk
Prupe.1G515300.1.p	Pav_sc0005603.1_g040.1.br
Prupe.1G428200.1.p	Pav_sc0000852.1_g180.1.mk
Prupe.1G087700.1.p	Pav_sc0000359.1_g120.1.mk
Prupe.1G442500.1.p	Pav_sc0000800.1_g180.1.mk
Prupe.1G433500.1.p	Pav_sc0000852.1_g700.1.mk
Prupe.1G445300.1.p	Pav_sc0000800.1_g530.1.mk
Prupe.1G328300.1.p	Pav_sc0000221.1_g460.1.mk
Prupe.1G444500.1.p	Pav_sc0000800.1_g450.1.mk
Prupe.1G331200.1.p	Pav_sc0000893.1_g100.1.mk
Prupe.1G037800.1.p	Pav_sc0000119.1_g150.1.mk
Prupe.1G233000.1.p	Pav_sc0000351.1_g410.1.mk
Prupe.1G212000.2.p	Pav_sc0001227.1_g020.1.mk
Prupe.1G419400.1.p	Pav_sc0000912.1_g060.1.mk
Prupe.1G012500.2.p	Pav_sc0001342.1_g120.1.br
Prupe.1G131500.1.p	Pav_sc0000174.1_g1170.1.mk
Prupe.1G415100.1.p	Pav_sc0004290.1_g180.1.mk
Prupe.1G358700.1.p	Pav_sc0007796.1_g160.1.mk
Prupe.1G106700.1.p	Pav_sc0000065.1_g060.1.mk
Prupe.1G023700.4.p	Pav_sc0000775.1_g200.1.mk
Prupe.1G423600.1.p	Pav_sc0002445.1_g250.1.mk
Prupe.1G572900.6.p	Pav_sc0001196.1_g290.1.mk
Prupe.1G422900.1.p	Pav_sc0002445.1_g190.1.mk
Prupe.1G303000.1.p	Pav_sc0000588.1_g870.1.mk
Prupe.1G339000.1.p	Pav_sc0000893.1_g1010.1.mk
Prupe.1G015200.1.p	Pav_sc0000449.1_g360.1.mk
Prupe.1G513000.3.p	Pav_sc0000030.1_g060.1.mk
Prupe.1G452100.1.p	Pav_sc0000800.1_g1140.1.mk
Prupe.1G399900.1.p	Pav_sc0000131.1_g660.1.mk
Prupe.1G497100.2.p	Pav_sc0000195.1_g750.1.mk
Prupe.1G478200.1.p	Pav_sc0001476.1_g140.1.mk
Prupe.1G586700.1.p	Pav_sc0001196.1_g2050.1.mk
Prupe.1G079800.1.p	Pav_sc0000624.1_g2170.1.mk
Prupe.1G078100.1.p	Pav_sc0000624.1_g1760.1.mk
Prupe.1G018100.1.p	Pav_sc0001539.1_g360.1.mk
Prupe.1G537300.2.p	Pav_sc0002327.1_g240.1.mk
Prupe.1G296000.1.p	Pav_sc0000588.1_g100.1.mk
Prupe.1G552100.1.p	Pav_sc0006558.1_g060.1.mk
Prupe.1G501900.1.p	Pav_sc0000030.1_g1380.1.mk
Prupe.1G030200.7.p	Pav_sc0000998.1_g590.1.mk
Prupe.1G126800.1.p	Pav_sc0000174.1_g1910.1.mk
Prupe.1G079500.1.p	Pav_sc0000624.1_g2120.1.mk
Prupe.1G569000.1.p	Pav_sc0004354.1_g180.1.mk
Prupe.1G177500.1.p	Pav_sc0000017.1_g1330.1.mk
Prupe.1G244500.2.p	Pav_sc0000493.1_g090.1.mk
Prupe.1G135700.1.p	Pav_sc0000174.1_g140.1.mk
Prupe.1G335000.2.p	Pav_sc0000893.1_g520.1.mk
Prupe.1G473600.1.p	Pav_sc0001623.1_g290.1.mk
Prupe.1G582100.1.p	Pav_sc0001196.1_g1470.1.mk
Prupe.1G037400.1.p	Pav_sc0000119.1_g110.1.mk
Prupe.1G034400.1.p	Pav_sc0000027.1_g230.1.mk
Prupe.1G524600.1.p	Pav_sc0000257.1_g360.1.mk
Prupe.1G239800.4.p	Pav_sc0000747.1_g120.1.mk
Prupe.1G226000.1.p	Pav_sc0000091.1_g480.1.mk
Prupe.1G323600.1.p	Pav_sc0001181.1_g960.1.mk
Prupe.1G546200.1.p	Pav_sc0000502.1_g410.1.mk
Prupe.1G575000.3.p	Pav_sc0001196.1_g600.1.mk
Prupe.1G400000.1.p	Pav_sc0000131.1_g650.1.br
Prupe.1G398400.1.p	Pav_sc0000131.1_g880.1.mk
Prupe.1G252600.1.p	Pav_sc0000354.1_g580.1.mk
Prupe.1G575900.1.p	Pav_sc0001196.1_g680.1.mk
Prupe.1G189700.1.p	Pav_sc0004204.1_g120.1.mk
Prupe.1G261400.3.p	Pav_sc0000054.1_g120.1.mk
Prupe.1G368800.1.p	Pav_sc0002080.1_g230.1.mk
Prupe.1G449000.1.p	Pav_sc0000800.1_g830.1.mk
Prupe.1G325900.1.p	Pav_sc0001181.1_g1240.1.mk
Prupe.1G555300.1.p	Pav_sc0001323.1_g260.1.mk
Prupe.1G231500.1.p	Pav_sc0000351.1_g200.1.mk
Prupe.1G553700.1.p	Pav_sc0001323.1_g010.1.mk
Prupe.1G359200.1.p	Pav_sc0000085.1_g010.1.mk
Prupe.1G144800.2.p	Pav_sc0004467.1_g120.1.mk
Prupe.1G188200.1.p	Pav_sc0002895.1_g080.1.mk
Prupe.1G571500.1.p	Pav_sc0001196.1_g100.1.mk
Prupe.1G540600.1.p	Pav_sc0002327.1_g540.1.mk
Prupe.1G246800.1.p	Pav_sc0002835.1_g060.1.mk
Prupe.1G198600.1.p	Pav_sc0001624.1_g330.1.mk
Prupe.1G134100.1.p	Pav_sc0000174.1_g290.1.mk
Prupe.1G163700.1.p	Pav_sc0000100.1_g540.1.mk
Prupe.1G405500.3.p	Pav_sc0000131.1_g600.1.mk
Prupe.1G211800.1.p	Pav_sc0001227.1_g010.1.mk
Prupe.1G068700.1.p	Pav_sc0000624.1_g100.1.mk
Prupe.1G111000.2.p	Pav_sc0000028.1_g630.1.mk
Prupe.1G148500.1.p	Pav_sc0000184.1_g150.1.mk
Prupe.1G276100.1.p	Pav_sc0000220.1_g1260.1.mk
Prupe.1G199900.1.p	Pav_sc0000525.1_g420.1.mk
Prupe.1G561400.1.p	Pav_sc0001106.1_g680.1.mk
Prupe.1G347200.2.p	Pav_sc0000410.1_g550.1.mk
Prupe.1G109600.1.p	Pav_sc0000028.1_g770.1.mk
Prupe.1G441300.1.p	Pav_sc0000800.1_g040.1.mk
Prupe.1G548300.1.p	Pav_sc0000205.1_g330.1.mk
Prupe.1G386700.1.p	Pav_sc0000890.1_g1260.1.mk
Prupe.1G375300.1.p	Pav_co4016135.1_g010.1.br
Prupe.1G208300.2.p	Pav_sc0000478.1_g250.1.mk
Prupe.1G236400.1.p	Pav_sc0002479.1_g150.1.br
Prupe.1G163300.2.p	Pav_sc0000100.1_g590.1.mk
Prupe.1G170200.1.p	Pav_sc0002992.1_g010.1.mk
Prupe.1G148200.2.p	Pav_sc0000184.1_g100.1.mk
Prupe.1G104900.1.p	Pav_sc0000065.1_g210.1.mk
Prupe.1G443200.1.p	Pav_sc0000800.1_g230.1.mk
Prupe.1G012700.2.p	Pav_sc0000449.1_g110.1.mk
Prupe.1G580500.1.p	Pav_sc0001196.1_g1100.1.mk
Prupe.1G470400.1.p	Pav_sc0003618.1_g140.1.br
Prupe.1G149400.1.p	Pav_sc0000184.1_g260.1.mk
Prupe.1G337100.1.p	Pav_sc0000893.1_g800.1.mk
Prupe.1G349200.1.p	Pav_sc0000410.1_g710.1.mk
Prupe.1G297400.1.p	Pav_sc0000588.1_g220.1.mk
Prupe.1G252400.1.p	Pav_sc0000354.1_g600.1.mk
Prupe.1G379500.2.p	Pav_sc0000078.1_g080.1.mk
Prupe.1G009200.1.p	Pav_sc0000381.1_g150.1.mk
Prupe.1G513100.1.p	Pav_sc0000030.1_g050.1.mk
Prupe.1G323000.1.p	Pav_sc0001181.1_g850.1.mk
Prupe.1G350700.1.p	Pav_sc0000410.1_g810.1.mk
Prupe.1G518500.6.p	Pav_sc0000691.1_g700.1.mk
Prupe.1G381400.2.p	Pav_sc0002375.1_g240.1.mk
Prupe.1G088100.1.p	Pav_sc0000359.1_g080.1.mk
Prupe.1G118400.1.p	Pav_sc0002106.1_g410.1.mk
Prupe.1G308300.1.p	Pav_sc0000567.1_g1000.1.mk
Prupe.1G419800.3.p	Pav_sc0000912.1_g100.1.mk
Prupe.1G419800.4.p	Pav_sc0009470.1_g010.1.mk
Prupe.1G467500.1.p	Pav_sc0001258.1_g180.1.mk
Prupe.1G070700.1.p	Pav_sc0000624.1_g400.1.mk
Prupe.1G395700.1.p	Pav_sc0000890.1_g190.1.br
Prupe.1G332700.1.p	Pav_sc0000893.1_g290.1.mk
Prupe.1G485000.1.p	Pav_sc0001275.1_g670.1.mk
Prupe.1G562800.1.p	Pav_sc0001106.1_g540.1.mk
Prupe.1G246200.3.p	Pav_sc0002835.1_g110.1.mk
Prupe.1G268300.2.p	Pav_sc0000220.1_g2600.1.mk
Prupe.1G234000.1.p	Pav_sc0000351.1_g490.1.mk
Prupe.1G052500.1.p	Pav_sc0000207.1_g270.1.mk
Prupe.1G389500.1.p	Pav_sc0000890.1_g820.1.mk
Prupe.1G480900.1.p	Pav_sc0001015.1_g100.1.mk
Prupe.1G037000.3.p	Pav_sc0000119.1_g070.1.br
Prupe.1G100000.1.p	Pav_sc0000764.1_g430.1.mk
Prupe.1G065900.1.p	Pav_sc0001392.1_g140.1.mk
Prupe.1G099700.2.p	Pav_sc0000764.1_g400.1.mk
Prupe.1G116200.1.p	Pav_sc0006510.1_g010.1.mk
Prupe.1G456200.1.p	Pav_sc0000800.1_g1550.1.mk
Prupe.1G024100.2.p	Pav_sc0000775.1_g160.1.mk
Prupe.1G280400.1.p	Pav_sc0000220.1_g630.1.mk
Prupe.1G012900.1.p	Pav_sc0000449.1_g130.1.mk
Prupe.1G053900.1.p	Pav_sc0000207.1_g570.1.mk
Prupe.1G354800.1.p	Pav_sc0000367.1_g210.1.mk
Prupe.1G071000.1.p	Pav_sc0000624.1_g450.1.mk
Prupe.1G094500.1.p	Pav_sc0001825.1_g400.1.br
Prupe.1G366100.1.p	Pav_sc0001364.1_g180.1.mk
Prupe.1G527400.1.p	Pav_sc0000257.1_g800.1.mk
Prupe.1G527800.2.p	Pav_sc0000257.1_g850.1.mk
Prupe.1G359900.1.p	Pav_sc0000085.1_g100.1.mk
Prupe.1G310300.1.p	Pav_sc0000567.1_g1200.1.mk
Prupe.1G335700.1.p	Pav_sc0000893.1_g600.1.mk
Prupe.1G319500.1.p	Pav_sc0001181.1_g480.1.mk
Prupe.1G533000.1.p	Pav_sc0002456.1_g180.1.mk
Prupe.1G407500.1.p	Pav_sc0000069.1_g330.1.mk
Prupe.1G505900.1.p	Pav_sc0000030.1_g990.1.mk
Prupe.1G493600.5.p	Pav_sc0000195.1_g460.1.mk
Prupe.1G123200.1.p	Pav_sc0001014.1_g040.1.mk
Prupe.1G046300.1.p	Pav_sc0005678.1_g030.1.mk
Prupe.1G549000.1.p	Pav_sc0000205.1_g420.1.mk
Prupe.1G451000.2.p	Pav_sc0000800.1_g1060.1.mk
Prupe.1G372100.1.p	Pav_sc0002208.1_g240.1.mk
Prupe.1G469500.1.p	Pav_sc0002988.1_g030.1.br
Prupe.1G126500.2.p	Pav_sc0000174.1_g1930.1.mk
Prupe.1G278500.1.p	Pav_sc0000220.1_g920.1.mk
Prupe.1G588000.1.p	Pav_sc0001196.1_g2240.1.mk
Prupe.1G220000.1.p	Pav_sc0004527.1_g060.1.mk
Prupe.1G454400.1.p	Pav_sc0000800.1_g1380.1.mk
Prupe.1G391000.2.p	Pav_sc0000890.1_g690.1.mk
Prupe.1G163200.3.p	Pav_sc0000100.1_g600.1.mk
Prupe.1G306200.1.p	Pav_sc0000567.1_g760.1.mk
Prupe.1G271600.1.p	Pav_sc0000220.1_g1740.1.mk
Prupe.1G010600.1.p	Pav_co4006255.1_g010.1.mk
Prupe.1G211500.1.p	Pav_sc0001397.1_g040.1.mk
Prupe.1G527300.1.p	Pav_sc0000257.1_g780.1.mk
Prupe.1G440200.1.p	Pav_sc0002588.1_g060.1.mk
Prupe.1G247000.1.p	Pav_sc0002835.1_g040.1.mk
Prupe.1G339500.1.p	Pav_sc0000893.1_g1090.1.mk
Prupe.1G309000.1.p	Pav_sc0000567.1_g1050.1.mk
Prupe.1G528500.1.p	Pav_sc0000257.1_g930.1.mk
Prupe.1G480800.1.p	Pav_sc0001015.1_g090.1.mk
Prupe.1G563000.1.p	Pav_sc0001106.1_g520.1.mk
Prupe.1G174300.1.p	Pav_sc0000825.1_g170.1.br
Prupe.1G265500.2.p	Pav_sc0002584.1_g190.1.mk
Prupe.1G101200.1.p	Pav_sc0000065.1_g800.1.mk
Prupe.1G003900.1.p	Pav_sc0000045.1_g210.1.mk
Prupe.1G394000.1.p	Pav_sc0000890.1_g370.1.mk
Prupe.1G503300.2.p	Pav_sc0000030.1_g1240.1.mk
Prupe.1G051700.1.p	Pav_sc0000207.1_g200.1.mk
Prupe.1G126200.1.p	Pav_sc0000174.1_g1970.1.mk
Prupe.1G019800.1.p	Pav_sc0001539.1_g160.1.mk
Prupe.1G217100.3.p	Pav_sc0001107.1_g140.1.mk
Prupe.1G382900.1.p	Pav_sc0002375.1_g110.1.mk
Prupe.1G554200.1.p	Pav_sc0001323.1_g070.1.mk
Prupe.1G173400.1.p	Pav_sc0000017.1_g450.1.mk
Prupe.1G062800.1.p	Pav_sc0000207.1_g1430.1.mk
Prupe.1G079300.2.p	Pav_sc0000624.1_g2090.1.mk
Prupe.1G297500.1.p	Pav_sc0000588.1_g230.1.mk
Prupe.1G336600.1.p	Pav_sc0000893.1_g720.1.mk
Prupe.1G095200.2.p	Pav_sc0001272.1_g030.1.mk
Prupe.1G129900.1.p	Pav_sc0000174.1_g1300.1.mk
Prupe.1G461400.1.p	Pav_sc0003562.1_g190.1.mk
Prupe.1G520500.1.p	Pav_sc0000257.1_g040.1.mk
Prupe.1G273300.1.p	Pav_sc0000220.1_g1570.1.mk
Prupe.1G252500.1.p	Pav_sc0000354.1_g590.1.mk
Prupe.1G316200.1.p	Pav_sc0001181.1_g020.1.mk
Prupe.1G148900.1.p	Pav_sc0000184.1_g190.1.mk
Prupe.1G585300.1.p	Pav_sc0001196.1_g1860.1.mk
Prupe.1G199500.5.p	Pav_sc0000911.1_g550.1.mk
Prupe.1G247100.1.p	Pav_sc0002835.1_g030.1.mk
Prupe.1G222800.2.p	Pav_sc0000555.1_g310.1.mk
Prupe.1G099900.2.p	Pav_sc0000764.1_g420.1.mk
Prupe.1G354300.1.p	Pav_sc0000367.1_g270.1.mk
Prupe.1G275500.3.p	Pav_sc0000220.1_g1350.1.mk
Prupe.1G287600.1.p	Pav_sc0000176.1_g270.1.mk
Prupe.1G034900.1.p	Pav_sc0000027.1_g300.1.mk
Prupe.1G350600.4.p	Pav_sc0000410.1_g800.1.mk
Prupe.1G169400.1.p	Pav_sc0003915.1_g070.1.mk
Prupe.1G499800.1.p	Pav_sc0000195.1_g1020.1.mk
Prupe.1G321700.2.p	Pav_sc0001181.1_g700.1.mk
Prupe.1G417300.1.p	Pav_co4017001.1_g010.1.br
Prupe.1G086800.2.p	Pav_sc0000359.1_g280.1.mk
Prupe.1G305800.1.p	Pav_sc0000567.1_g730.1.mk
Prupe.1G050900.2.p	Pav_sc0001197.1_g100.1.mk
Prupe.1G029200.1.p	Pav_sc0000998.1_g510.1.mk
Prupe.1G509100.2.p	Pav_sc0000030.1_g680.1.mk
Prupe.1G570800.1.p	Pav_sc0004354.1_g060.1.mk
Prupe.1G483300.1.p	Pav_sc0001015.1_g360.1.mk
Prupe.1G466400.2.p	Pav_sc0001258.1_g280.1.mk
Prupe.1G505400.1.p	Pav_sc0000030.1_g1030.1.mk
Prupe.1G550600.1.p	Pav_sc0002136.1_g080.1.mk
Prupe.1G196400.1.p	Pav_sc0006064.1_g050.1.mk
Prupe.1G388500.1.p	Pav_sc0000890.1_g930.1.mk
Prupe.1G289100.1.p	Pav_sc0000176.1_g110.1.mk
Prupe.1G376200.1.p	Pav_sc0002208.1_g820.1.mk
Prupe.1G511200.1.p	Pav_sc0000030.1_g270.1.mk
Prupe.1G067600.1.p	Pav_sc0005518.1_g190.1.mk
Prupe.1G337800.1.p	Pav_sc0000893.1_g860.1.mk
Prupe.1G377500.1.p	Pav_sc0002286.1_g070.1.mk
Prupe.1G297800.1.p	Pav_sc0000588.1_g300.1.mk
Prupe.1G539500.1.p	Pav_sc0002327.1_g400.1.mk
Prupe.1G506600.1.p	Pav_sc0000030.1_g920.1.mk
Prupe.1G514500.3.p	Pav_sc0000691.1_g200.1.mk
Prupe.1G381100.1.p	Pav_sc0002375.1_g270.1.mk
Prupe.1G506400.1.p	Pav_sc0000030.1_g930.1.mk
Prupe.1G303100.1.p	Pav_sc0000588.1_g630.1.br
Prupe.1G522100.1.p	Pav_sc0000257.1_g160.1.mk
Prupe.1G108200.1.p	Pav_sc0000028.1_g930.1.mk
Prupe.1G167400.1.p	Pav_sc0000415.1_g230.1.mk
Prupe.1G339200.1.p	Pav_sc0000893.1_g1030.1.mk
Prupe.1G313800.1.p	Pav_sc0001051.1_g290.1.mk
Prupe.1G258500.1.p	Pav_sc0001827.1_g160.1.mk
Prupe.1G139100.4.p	Pav_sc0000755.1_g230.1.mk
Prupe.1G567000.1.p	Pav_sc0000174.1_g1470.1.mk
Prupe.1G436300.1.p	Pav_sc0000852.1_g970.1.mk
Prupe.1G233400.1.p	Pav_sc0000351.1_g450.1.mk
Prupe.1G227700.1.p	Pav_sc0000008.1_g440.1.br
Prupe.1G531000.1.p	Pav_sc0000257.1_g1290.1.mk
Prupe.1G339800.1.p	Pav_sc0000893.1_g1110.1.mk
Prupe.1G109000.1.p	Pav_sc0000028.1_g820.1.mk
Prupe.1G307600.1.p	Pav_sc0000567.1_g930.1.mk
Prupe.1G564700.1.p	Pav_sc0001106.1_g260.1.mk
Prupe.1G520200.1.p	Pav_sc0010284.1_g010.1.mk
Prupe.1G566800.3.p	Pav_sc0001106.1_g080.1.mk
Prupe.1G086200.1.p	Pav_sc0000359.1_g330.1.mk
Prupe.1G329100.1.p	Pav_sc0000221.1_g260.1.mk
Prupe.1G084400.1.p	Pav_sc0000359.1_g530.1.mk
Prupe.1G202600.2.p	Pav_sc0002870.1_g080.1.mk
Prupe.1G434700.1.p	Pav_sc0000852.1_g820.1.mk
Prupe.1G510700.2.p	Pav_sc0000030.1_g470.1.br
Prupe.1G067800.1.p	Pav_sc0000624.1_g010.1.mk
Prupe.1G587800.1.p	Pav_sc0001196.1_g2220.1.mk
Prupe.1G334700.3.p	Pav_sc0000893.1_g490.1.mk
Prupe.1G026900.1.p	Pav_sc0000998.1_g130.1.mk
Prupe.1G231900.1.p	Pav_sc0000351.1_g230.1.mk
Prupe.1G442200.1.p	Pav_sc0000800.1_g100.1.br
Prupe.1G440700.3.p	Pav_sc0002588.1_g020.1.mk
Prupe.1G346200.1.p	Pav_sc0000410.1_g420.1.mk
Prupe.1G295200.1.p	Pav_sc0000588.1_g020.1.mk
Prupe.1G539900.1.p	Pav_sc0002327.1_g450.1.mk
Prupe.1G312400.1.p	Pav_sc0001051.1_g170.1.mk
Prupe.1G048300.1.p	Pav_sc0001695.1_g280.1.mk
Prupe.1G222900.1.p	Pav_sc0000555.1_g320.1.mk
Prupe.1G539400.3.p	Pav_sc0002327.1_g390.1.mk
Prupe.1G189900.2.p	Pav_sc0002359.1_g160.1.mk
Prupe.1G447700.1.p	Pav_sc0000800.1_g730.1.mk
Prupe.1G086500.1.p	Pav_sc0000359.1_g310.1.mk
Prupe.1G209300.1.p	Pav_sc0000478.1_g400.1.mk
Prupe.1G191600.1.p	Pav_sc0000714.1_g220.1.mk
Prupe.1G410800.1.p	Pav_sc0000069.1_g670.1.mk
Prupe.1G160600.2.p	Pav_sc0003098.1_g290.1.mk
Prupe.1G118200.1.p	Pav_sc0002106.1_g430.1.mk
Prupe.1G361700.1.p	Pav_sc0000085.1_g250.1.mk
Prupe.1G483700.2.p	Pav_sc0001015.1_g400.1.mk
Prupe.1G409100.1.p	Pav_sc0000069.1_g480.1.mk
Prupe.1G344900.1.p	Pav_sc0000410.1_g280.1.mk
Prupe.1G402000.1.p	Pav_sc0000131.1_g330.1.mk
Prupe.1G095500.1.p	Pav_sc0001272.1_g140.1.mk
Prupe.1G573800.1.p	Pav_sc0001196.1_g400.1.mk
Prupe.1G344500.1.p	Pav_sc0000410.1_g260.1.mk
Prupe.1G027300.1.p	Pav_sc0000998.1_g180.1.mk
Prupe.1G288400.1.p	Pav_sc0000176.1_g210.1.mk
Prupe.1G491800.2.p	Pav_sc0000195.1_g240.1.mk
Prupe.1G265300.1.p	Pav_sc0002584.1_g200.1.mk
Prupe.1G570000.1.p	Pav_sc0004354.1_g110.1.mk
Prupe.1G358900.1.p	Pav_sc0007796.1_g170.1.mk
Prupe.1G533500.1.p	Pav_sc0002456.1_g100.1.mk
Prupe.1G335400.1.p	Pav_sc0000893.1_g570.1.mk
Prupe.1G080200.1.p	Pav_sc0000624.1_g2180.1.mk
Prupe.1G450200.1.p	Pav_sc0000800.1_g980.1.mk
Prupe.1G258200.2.p	Pav_sc0001827.1_g140.1.mk
Prupe.1G335600.1.p	Pav_sc0000893.1_g590.1.mk
Prupe.1G245200.1.p	Pav_sc0000830.1_g480.1.mk
Prupe.1G263800.1.p	Pav_sc0002584.1_g370.1.mk
Prupe.1G274900.2.p	Pav_sc0000220.1_g1420.1.mk
Prupe.1G351600.1.p	Pav_sc0001030.1_g250.1.mk
Prupe.1G017600.1.p	Pav_sc0000449.1_g590.1.mk
Prupe.1G009400.1.p	Pav_sc0000381.1_g120.1.mk
Prupe.1G126900.1.p	Pav_sc0000174.1_g1900.1.mk
Prupe.1G284300.1.p	Pav_sc0000220.1_g210.1.mk
Prupe.1G240000.1.p	Pav_sc0000747.1_g160.1.mk
Prupe.1G251400.1.p	Pav_sc0000354.1_g690.1.mk
Prupe.1G018000.1.p	Pav_sc0001539.1_g450.1.mk
Prupe.1G132400.1.p	Pav_sc0000174.1_g440.1.mk
Prupe.1G293300.1.p	Pav_sc0001191.1_g280.1.mk
Prupe.1G027100.3.p	Pav_sc0000998.1_g150.1.mk
Prupe.1G447000.2.p	Pav_sc0000800.1_g670.1.mk
Prupe.1G308100.1.p	Pav_sc0000567.1_g980.1.mk
Prupe.1G454100.1.p	Pav_sc0000800.1_g1350.1.mk
Prupe.1G112900.1.p	Pav_sc0000028.1_g440.1.mk
Prupe.1G272900.1.p	Pav_sc0000220.1_g1620.1.mk
Prupe.1G061700.1.p	Pav_sc0000260.1_g210.1.br
Prupe.1G440000.1.p	Pav_sc0001715.1_g040.1.mk
Prupe.1G576600.2.p	Pav_sc0001196.1_g750.1.mk
Prupe.1G236900.1.p	Pav_sc0002479.1_g400.1.mk
Prupe.1G199000.1.p	Pav_sc0001624.1_g040.1.mk
Prupe.1G405200.1.p	Pav_sc0000069.1_g100.1.mk
Prupe.1G165400.1.p	Pav_sc0000100.1_g380.1.mk
Prupe.1G504900.1.p	Pav_sc0000030.1_g1080.1.mk
Prupe.1G552900.1.p	Pav_sc0000205.1_g260.1.mk
Prupe.1G038800.1.p	Pav_sc0000119.1_g330.1.mk
Prupe.1G535100.1.p	Pav_sc0002327.1_g030.1.mk
Prupe.1G238600.1.p	Pav_sc0002479.1_g710.1.mk
Prupe.1G154600.2.p	Pav_sc0001878.1_g190.1.mk
Prupe.1G489100.1.p	Pav_sc0001275.1_g040.1.mk
Prupe.1G535500.1.p	Pav_sc0002327.1_g080.1.mk
Prupe.1G374700.1.p	Pav_sc0002208.1_g540.1.mk
Prupe.1G323300.5.p	Pav_sc0001181.1_g890.1.mk
Prupe.1G422700.1.p	Pav_sc0002445.1_g160.1.mk
Prupe.1G493300.3.p	Pav_sc0000195.1_g430.1.mk
Prupe.1G102600.1.p	Pav_sc0000065.1_g500.1.mk
Prupe.1G561600.1.p	Pav_sc0001106.1_g660.1.mk
Prupe.1G292300.1.p	Pav_sc0000212.1_g760.1.br
Prupe.1G375200.1.p	Pav_sc0002208.1_g590.1.mk
Prupe.1G024800.1.p	Pav_sc0000775.1_g100.1.mk
Prupe.1G371600.1.p	Pav_sc0002208.1_g190.1.mk
Prupe.1G302100.1.p	Pav_sc0000588.1_g800.1.mk
Prupe.1G072600.1.p	Pav_sc0000624.1_g1040.1.mk
Prupe.1G401300.1.p	Pav_sc0000131.1_g440.1.mk
Prupe.1G430100.1.p	Pav_sc0000852.1_g380.1.mk
Prupe.1G332400.1.p	Pav_sc0000494.1_g060.1.mk
Prupe.1G467300.1.p	Pav_sc0001258.1_g210.1.mk
Prupe.1G076700.1.p	Pav_sc0000624.1_g1650.1.mk
Prupe.1G229800.1.p	Pav_sc0000877.1_g320.1.br
Prupe.1G045900.2.p	Pav_sc0005678.1_g080.1.mk
Prupe.1G123700.1.p	Pav_co4042771.1_g010.1.br
Prupe.1G381900.1.p	Pav_sc0002375.1_g190.1.mk
Prupe.1G251100.1.p	Pav_sc0000354.1_g700.1.mk
Prupe.1G379300.1.p	Pav_sc0000078.1_g110.1.mk
Prupe.1G564200.1.p	Pav_sc0000436.1_g270.1.br
Prupe.1G065600.2.p	Pav_sc0001248.1_g250.1.mk
Prupe.1G095900.1.p	Pav_sc0001272.1_g180.1.mk
Prupe.1G557800.1.p	Pav_sc0001323.1_g670.1.mk
Prupe.1G355300.1.p	Pav_sc0000367.1_g160.1.mk
Prupe.1G116100.1.p	Pav_sc0000028.1_g040.1.mk
Prupe.1G008000.4.p	Pav_sc0000381.1_g280.1.mk
Prupe.1G011600.1.p	Pav_sc0000861.1_g030.1.mk
Prupe.1G171300.1.p	Pav_sc0000926.1_g090.1.mk
Prupe.1G428700.1.p	Pav_sc0000852.1_g200.1.mk
Prupe.1G288800.2.p	Pav_sc0000176.1_g170.1.mk
Prupe.1G507700.1.p	Pav_sc0000030.1_g820.1.mk
Prupe.1G417900.2.p	Pav_co4035967.1_g010.1.mk
Prupe.1G159300.2.p	Pav_sc0002057.1_g110.1.mk
Prupe.1G341600.1.p	Pav_co4044289.1_g010.1.mk
Prupe.1G235100.1.p	Pav_sc0000351.1_g610.1.mk
Prupe.1G567100.1.p	Pav_sc0001106.1_g050.1.mk
Prupe.1G036800.1.p	Pav_sc0000119.1_g020.1.br
Prupe.1G486100.1.p	Pav_sc0001275.1_g520.1.mk
Prupe.1G073300.1.p	Pav_sc0000624.1_g1150.1.mk
Prupe.1G398300.1.p	Pav_sc0000131.1_g890.1.mk
Prupe.1G006300.1.p	Pav_sc0000022.1_g200.1.mk
Prupe.1G008100.3.p	Pav_sc0000381.1_g260.1.mk
Prupe.1G497400.1.p	Pav_sc0000195.1_g800.1.mk
Prupe.1G477900.1.p	Pav_sc0001476.1_g190.1.br
Prupe.1G572800.1.p	Pav_sc0001196.1_g280.1.mk
Prupe.1G053100.1.p	Pav_sc0000207.1_g320.1.br
Prupe.1G441600.1.p	Pav_sc0000800.1_g050.1.mk
Prupe.1G068500.1.p	Pav_co4008103.1_g010.1.br
Prupe.1G541600.2.p	Pav_sc0002327.1_g680.1.mk
Prupe.1G356300.1.p	Pav_sc0000367.1_g050.1.mk
Prupe.1G447600.1.p	Pav_sc0000800.1_g720.1.mk
Prupe.1G418400.1.p	Pav_sc0001519.1_g030.1.mk
Prupe.1G431600.2.p	Pav_sc0000852.1_g510.1.mk
Prupe.1G369400.2.p	Pav_sc0002080.1_g270.1.mk
Prupe.1G288300.1.p	Pav_sc0000176.1_g220.1.mk
Prupe.1G410400.6.p	Pav_sc0000069.1_g630.1.mk
Prupe.1G167200.1.p	Pav_sc0000415.1_g250.1.mk
Prupe.1G552700.1.p	Pav_sc0000205.1_g280.1.mk
Prupe.1G548000.1.p	Pav_sc0000502.1_g710.1.mk
